,State,Downs,FGMade,FGMiss,FUM,INT,PUNT,SAF,TD,Frequency,E[Plays Remaining],Markov EP,Recursive EP,Regressive EP,Down,DTG,Ydline
0,1-1-1,0.0155,0.0717,0.0027,0.0222,0.0135,0.0002,0.0,0.8742,1504.0,1.95,6.32,6.22,6.24,1.0,1.0,1.0
1,1-10-10,0.0299,0.3318,0.0265,0.0265,0.0409,0.0025,0.0,0.5419,4326.0,3.5,4.78,4.57,4.69,1.0,10.0,10.0
2,1-10-14,0.0287,0.3307,0.0379,0.0311,0.0489,0.0038,0.0,0.5189,4293.0,3.92,4.61,4.37,4.45,1.0,10.0,14.0
3,1-10-18,0.0299,0.3504,0.0542,0.0345,0.0505,0.0082,0.0,0.4722,4822.0,4.3,4.35,4.07,4.2,1.0,10.0,18.0
4,1-10-22,0.0314,0.3537,0.0655,0.0404,0.0554,0.0179,0.0,0.4357,5235.0,4.61,4.1,3.78,3.95,1.0,10.0,22.0
5,1-10-26,0.0355,0.3419,0.0779,0.0417,0.0591,0.035,0.0,0.4088,5565.0,4.9,3.88,3.51,3.71,1.0,10.0,26.0
6,1-10-30,0.0429,0.3106,0.0781,0.046,0.0675,0.0678,0.0,0.3871,5791.0,5.16,3.63,3.2,3.46,1.0,10.0,30.0
7,1-10-34,0.0481,0.279,0.0705,0.0488,0.0726,0.1149,0.0,0.366,6397.0,5.43,3.39,2.9,3.21,1.0,10.0,34.0
8,1-10-38,0.0518,0.2466,0.0582,0.0514,0.077,0.1724,0.0,0.3424,6858.0,5.68,3.13,2.57,2.97,1.0,10.0,38.0
9,1-10-42,0.0497,0.2211,0.0496,0.052,0.0781,0.2303,0.0,0.3193,7392.0,5.93,2.89,2.29,2.72,1.0,10.0,42.0
10,1-10-46,0.0446,0.2034,0.0458,0.0564,0.0808,0.2753,0.0,0.2936,7936.0,6.12,2.66,2.01,2.48,1.0,10.0,46.0
11,1-10-50,0.0419,0.1851,0.0418,0.0568,0.0834,0.3173,0.0,0.2737,8217.0,6.27,2.47,1.77,2.23,1.0,10.0,50.0
12,1-10-54,0.0398,0.1688,0.0377,0.0613,0.0862,0.3537,0.0,0.2524,8987.0,6.38,2.27,1.53,1.98,1.0,10.0,54.0
13,1-10-58,0.0371,0.155,0.0345,0.0613,0.0873,0.3905,0.0,0.2342,9914.0,6.55,2.1,1.33,1.74,1.0,10.0,58.0
14,1-10-6,0.0294,0.3282,0.0213,0.0299,0.0443,0.0021,0.0,0.5448,824.0,3.22,4.79,4.58,4.86,1.0,10.0,6.0
15,1-10-62,0.0347,0.143,0.0317,0.062,0.0853,0.4233,0.0001,0.2197,10481.0,6.69,1.96,1.17,1.49,1.0,10.0,62.0
16,1-10-66,0.0323,0.1301,0.0289,0.0628,0.088,0.4549,0.0002,0.2027,11568.0,6.78,1.8,0.98,1.24,1.0,10.0,66.0
17,1-10-70,0.0296,0.1191,0.0263,0.065,0.0915,0.4795,0.0003,0.1886,9672.0,6.86,1.67,0.82,1.0,1.0,10.0,70.0
18,1-10-74,0.0275,0.1093,0.0242,0.0643,0.0902,0.5083,0.0004,0.1759,8781.0,6.99,1.55,0.68,0.75,1.0,10.0,74.0
19,1-10-78,0.0256,0.1012,0.0223,0.064,0.0925,0.5302,0.0005,0.1636,13729.0,7.04,1.44,0.55,0.5,1.0,10.0,78.0
20,1-10-82,0.0233,0.0905,0.02,0.064,0.0925,0.5571,0.0017,0.1509,4810.0,7.07,1.32,0.41,0.26,1.0,10.0,82.0
21,1-10-86,0.0212,0.0831,0.0182,0.0667,0.0886,0.5751,0.005,0.1417,3710.0,7.17,1.23,0.3,0.01,1.0,10.0,86.0
22,1-10-90,0.0189,0.0761,0.0167,0.0699,0.0878,0.5864,0.0135,0.1305,2366.0,7.18,1.11,0.18,-0.23,1.0,10.0,90.0
23,1-10-94,0.017,0.0656,0.0144,0.0616,0.0792,0.6119,0.0325,0.1178,1632.0,7.09,0.95,0.03,-0.48,1.0,10.0,94.0
24,1-10-99,0.0148,0.0567,0.0126,0.0634,0.0904,0.5791,0.0758,0.1072,422.0,6.67,0.77,-0.14,-0.79,1.0,10.0,99.0
25,1-11-10,0.0294,0.3768,0.0299,0.0204,0.0401,0.0028,0.0,0.5006,137.0,3.41,4.62,4.43,4.62,1.0,11.0,10.0
26,1-11-14,0.0281,0.3618,0.035,0.0471,0.0489,0.0044,0.0,0.4747,111.0,3.42,4.4,4.13,4.38,1.0,11.0,14.0
27,1-11-18,0.0316,0.3842,0.0563,0.0265,0.0487,0.0099,0.0,0.4427,101.0,3.98,4.24,3.98,4.13,1.0,11.0,18.0
28,1-11-22,0.0321,0.3787,0.0706,0.049,0.0559,0.0215,0.0,0.3922,110.0,4.31,3.87,3.52,3.89,1.0,11.0,22.0
29,1-11-26,0.0306,0.351,0.0794,0.0434,0.0852,0.0328,0.0,0.3776,99.0,4.36,3.69,3.27,3.64,1.0,11.0,26.0
30,1-11-30,0.0384,0.3549,0.0984,0.0372,0.0544,0.0704,0.0,0.3462,119.0,4.89,3.48,3.07,3.39,1.0,11.0,30.0
31,1-11-34,0.0427,0.2962,0.0828,0.0472,0.0808,0.1278,0.0,0.3225,117.0,5.01,3.14,2.61,3.15,1.0,11.0,34.0
32,1-11-38,0.0494,0.266,0.0716,0.0396,0.0835,0.1779,0.0,0.312,134.0,5.32,2.98,2.41,2.9,1.0,11.0,38.0
33,1-11-42,0.0503,0.2199,0.0548,0.0406,0.096,0.2378,0.0,0.3005,178.0,5.45,2.76,2.13,2.65,1.0,11.0,42.0
34,1-11-46,0.0492,0.1883,0.0432,0.0531,0.078,0.319,0.0,0.2692,161.0,5.81,2.44,1.76,2.41,1.0,11.0,46.0
35,1-11-50,0.0422,0.1698,0.0386,0.0656,0.0868,0.3506,0.0,0.2464,171.0,5.8,2.23,1.48,2.16,1.0,11.0,50.0
36,1-11-54,0.0398,0.1616,0.0368,0.0508,0.0772,0.4009,0.0,0.233,188.0,6.1,2.11,1.37,1.92,1.0,11.0,54.0
37,1-11-58,0.0359,0.1398,0.0311,0.0511,0.0851,0.4373,0.0,0.2195,205.0,6.05,1.95,1.17,1.67,1.0,11.0,58.0
38,1-11-62,0.0333,0.1294,0.0292,0.0672,0.0935,0.4511,0.0001,0.1962,215.0,6.13,1.76,0.92,1.42,1.0,11.0,62.0
39,1-11-66,0.0304,0.1206,0.0264,0.0602,0.0871,0.4833,0.0002,0.1919,202.0,6.21,1.7,0.86,1.18,1.0,11.0,66.0
40,1-11-70,0.0292,0.1123,0.0248,0.056,0.0826,0.5095,0.0004,0.1852,245.0,6.41,1.63,0.79,0.93,1.0,11.0,70.0
41,1-11-74,0.0258,0.0968,0.0216,0.0576,0.096,0.5505,0.0005,0.1512,205.0,6.33,1.34,0.44,0.68,1.0,11.0,74.0
42,1-11-78,0.0242,0.0911,0.0202,0.0595,0.0871,0.5728,0.0011,0.144,215.0,6.55,1.28,0.37,0.44,1.0,11.0,78.0
43,1-11-82,0.0215,0.0796,0.0175,0.0581,0.083,0.6092,0.0009,0.1301,322.0,6.55,1.15,0.22,0.19,1.0,11.0,82.0
44,1-11-86,0.0201,0.0776,0.0171,0.0682,0.1016,0.585,0.0031,0.1273,127.0,6.5,1.12,0.16,-0.05,1.0,11.0,86.0
45,1-11-90,0.0181,0.0697,0.0155,0.0532,0.0744,0.6371,0.0128,0.1191,93.0,6.75,1.01,0.09,-0.3,1.0,11.0,90.0
46,1-11-94,0.0156,0.0608,0.0134,0.0606,0.0891,0.6155,0.031,0.1139,162.0,6.59,0.92,-0.02,-0.55,1.0,11.0,94.0
47,1-11-99,0.014,0.0522,0.0114,0.0487,0.0671,0.605,0.0701,0.1314,26.0,6.48,0.93,0.08,-0.85,1.0,11.0,99.0
48,1-16-14,0.0287,0.4014,0.0408,0.0185,0.0697,0.0088,0.0,0.4321,47.0,3.51,4.22,3.95,4.04,1.0,16.0,14.0
49,1-16-18,0.0291,0.4025,0.0542,0.0377,0.0756,0.0121,0.0,0.3887,70.0,3.56,3.92,3.58,3.8,1.0,16.0,18.0
50,1-16-22,0.0324,0.4155,0.0725,0.0244,0.0746,0.0258,0.0,0.3548,86.0,3.87,3.72,3.38,3.55,1.0,16.0,22.0
51,1-16-26,0.0346,0.4279,0.094,0.0341,0.0583,0.0438,0.0,0.3072,84.0,4.27,3.43,3.05,3.3,1.0,16.0,26.0
52,1-16-30,0.0342,0.3739,0.0986,0.0331,0.0709,0.086,0.0,0.3032,81.0,4.46,3.24,2.79,3.06,1.0,16.0,30.0
53,1-16-34,0.0375,0.3363,0.1053,0.055,0.0659,0.1224,0.0,0.2775,103.0,4.61,2.95,2.42,2.81,1.0,16.0,34.0
54,1-16-38,0.0438,0.2878,0.0911,0.0664,0.0761,0.181,0.0,0.2538,104.0,4.91,2.63,2.01,2.57,1.0,16.0,38.0
55,1-16-42,0.0488,0.245,0.0756,0.0424,0.068,0.268,0.0,0.2521,114.0,5.21,2.49,1.86,2.32,1.0,16.0,42.0
56,1-16-46,0.0489,0.1977,0.0543,0.0586,0.1001,0.2979,0.0,0.2424,111.0,5.22,2.28,1.55,2.07,1.0,16.0,46.0
57,,,,1-16-50,0.0481,0.1559,0.039,0.0441,0.0929,0.4054,0.0,0.2144,121.0,5.45,1.96,1.19,1.83
58,1.0,16.0,50.0,1-16-54,0.0401,0.1378,0.0312,0.0469,0.1029,0.4335,0.0,0.2076,145.0,5.47,1.86,1.05,1.58
59,1.0,16.0,54.0,1-16-58,0.0357,0.1287,0.0288,0.0498,0.0766,0.4908,0.0,0.1896,136.0,5.75,1.71,0.9,1.33
60,1.0,16.0,58.0,1-16-62,0.0326,0.1191,0.0264,0.055,0.0769,0.5107,0.0,0.1791,147.0,5.79,1.61,0.77,1.09
61,1.0,16.0,62.0,1-16-66,0.0299,0.1084,0.0241,0.0491,0.082,0.538,0.0001,0.1683,187.0,5.91,1.5,0.64,0.84
62,1.0,16.0,66.0,1-16-70,0.0272,0.0964,0.0211,0.0534,0.0751,0.5768,0.0005,0.1494,158.0,5.96,1.33,0.45,0.6
63,1.0,16.0,70.0,1-16-74,0.0245,0.0878,0.0191,0.0719,0.0825,0.5745,0.0009,0.1388,162.0,5.88,1.23,0.3,0.35
64,1.0,16.0,74.0,1-16-78,0.0217,0.0725,0.016,0.0501,0.0802,0.6303,0.0014,0.1278,185.0,5.85,1.11,0.18,0.1
65,1.0,16.0,78.0,1-16-82,0.0205,0.0737,0.0163,0.0584,0.0769,0.6284,0.0019,0.1238,144.0,6.04,1.08,0.15,-0.14
66,1.0,16.0,82.0,1-16-86,0.0179,0.0644,0.0141,0.0595,0.0816,0.6492,0.0033,0.11,247.0,5.93,0.95,0.0,-0.39
67,1.0,16.0,86.0,1-16-90,0.0176,0.0637,0.014,0.0707,0.0746,0.6343,0.0061,0.119,92.0,6.18,1.01,0.06,-0.64
68,1.0,16.0,90.0,1-16-94,0.0134,0.048,0.0106,0.0579,0.0623,0.6901,0.0268,0.0909,10.0,6.17,0.73,-0.22,-0.88
69,1.0,16.0,94.0,1-16-99,0.0096,0.0366,0.0081,0.0904,0.0552,0.7112,0.0164,0.0725,2.0,5.73,0.58,-0.43,-1.19
70,1.0,16.0,99.0,1-2-1,0.0196,0.11,0.0042,0.0202,0.0155,0.0003,0.0,0.8302,827.0,2.21,6.12,6.02,6.1
71,1.0,2.0,1.0,1-21-22,0.0333,0.474,0.0823,0.0285,0.1108,0.0366,0.0,0.2345,17.0,3.91,3.06,2.61,3.22
72,1.0,21.0,22.0,1-21-26,0.0331,0.4347,0.0768,0.0259,0.0609,0.0229,0.0,0.3456,12.0,3.92,3.72,3.39,2.97
73,1.0,21.0,26.0,1-21-30,0.0323,0.3489,0.0894,0.0283,0.062,0.0922,0.0,0.3469,10.0,3.71,3.47,3.05,2.72
74,1.0,21.0,30.0,1-21-34,0.0362,0.3896,0.1164,0.036,0.1334,0.1117,0.0,0.1766,15.0,4.2,2.4,1.77,2.48
75,1.0,21.0,34.0,1-21-38,0.0411,0.3265,0.1063,0.0402,0.0707,0.2003,0.0,0.2151,18.0,4.77,2.48,1.89,2.23
76,1.0,21.0,38.0,1-21-42,0.0435,0.2751,0.0988,0.0411,0.0753,0.2752,0.0,0.1909,18.0,4.77,2.16,1.49,1.98
77,1.0,21.0,42.0,1-21-46,0.0444,0.2155,0.0716,0.0354,0.118,0.3198,0.0,0.1952,17.0,4.74,2.01,1.25,1.74
78,1.0,21.0,46.0,1-21-50,0.0461,0.1642,0.0523,0.0377,0.0636,0.4191,0.0,0.2169,27.0,4.97,2.01,1.28,1.49
79,1.0,21.0,50.0,1-21-54,0.0435,0.1519,0.041,0.1207,0.0648,0.3816,0.0,0.1966,12.0,5.0,1.83,0.98,1.25
80,1.0,21.0,54.0,1-21-58,0.043,0.144,0.0361,0.0444,0.0724,0.4626,0.0,0.1975,20.0,5.62,1.81,1.03,1.0
81,1.0,21.0,58.0,1-21-62,0.0288,0.0819,0.0186,0.0731,0.0618,0.6119,0.0,0.1238,32.0,5.18,1.11,0.18,0.75
82,1.0,21.0,62.0,1-21-66,0.0249,0.0752,0.0167,0.0405,0.0958,0.5958,0.0001,0.1509,29.0,5.17,1.28,0.37,0.51
83,1.0,21.0,66.0,1-21-70,0.0227,0.0777,0.0165,0.041,0.065,0.66,0.0003,0.1167,23.0,5.4,1.05,0.14,0.26
84,1.0,21.0,70.0,1-21-74,0.0248,0.0904,0.0204,0.0425,0.1088,0.5768,0.0006,0.1356,24.0,5.55,1.22,0.29,0.01
85,1.0,21.0,74.0,1-21-78,0.0225,0.0708,0.0156,0.0451,0.0717,0.6577,0.0015,0.1149,27.0,5.65,1.01,0.09,-0.23
86,1.0,21.0,78.0,1-21-82,0.0195,0.0609,0.0135,0.0459,0.0659,0.6905,0.0034,0.1003,24.0,5.85,0.88,-0.07,-0.48
87,1.0,21.0,82.0,1-21-86,0.0156,0.0446,0.0097,0.0413,0.0596,0.7422,0.0112,0.0758,21.0,5.45,0.64,-0.32,-0.72
88,1.0,21.0,86.0,1-21-90,0.0163,0.0501,0.0109,0.0468,0.0692,0.7184,0.0022,0.086,7.0,5.55,0.75,-0.22,-0.97
89,1.0,21.0,90.0,1-21-94,0.0126,0.0365,0.0075,0.0411,0.0614,0.7725,0.0038,0.0645,5.0,5.19,0.55,-0.44,-1.22
90,1.0,21.0,94.0,1-3-2,0.0221,0.1408,0.0056,0.0253,0.0269,0.0013,0.0001,0.7777,776.0,2.42,5.85,5.71,5.93
91,1.0,3.0,2.0,1-4-2,0.0239,0.1721,0.0071,0.0216,0.0273,0.0007,0.0,0.7472,916.0,2.57,5.73,5.6,5.8
92,1.0,4.0,2.0,1-5-10,0.025,0.2344,0.0203,0.0218,0.0269,0.0019,0.0,0.6696,31.0,3.72,5.38,5.22,5.03
93,1.0,5.0,10.0,1-5-14,0.03,0.3197,0.0363,0.0296,0.0407,0.0049,0.0,0.5388,35.0,4.62,4.72,4.5,4.78
94,1.0,5.0,14.0,1-5-18,0.0278,0.2913,0.0378,0.0266,0.0629,0.005,0.0,0.5487,41.0,4.41,4.7,4.44,4.53
95,1.0,5.0,18.0,1-5-2,0.0258,0.2034,0.0093,0.0252,0.0269,0.0013,0.0001,0.7079,913.0,2.74,5.55,5.4,5.66
96,1.0,5.0,2.0,1-5-22,0.0331,0.3211,0.0538,0.0328,0.0471,0.0147,0.0,0.4973,51.0,5.08,4.43,4.16,4.29
97,1.0,5.0,22.0,1-5-26,0.0372,0.2901,0.0607,0.052,0.0841,0.0273,0.0,0.4486,52.0,4.94,4.0,3.59,4.04
98,1.0,5.0,26.0,1-5-30,0.045,0.2892,0.0623,0.069,0.0692,0.0609,0.0,0.4044,69.0,5.54,3.69,3.23,3.8
99,1.0,5.0,30.0,1-5-34,0.0514,0.2674,0.0612,0.0446,0.0994,0.1143,0.0,0.3616,54.0,5.92,3.33,2.79,3.55
100,1.0,5.0,34.0,1-5-38,0.0501,0.2698,0.0609,0.0469,0.0691,0.1445,0.0,0.3587,56.0,6.39,3.31,2.81,3.3
101,1.0,5.0,38.0,1-5-42,0.0469,0.2408,0.055,0.049,0.0708,0.1882,0.0,0.3494,68.0,6.48,3.16,2.62,3.06
102,1.0,5.0,42.0,1-5-46,0.0439,0.219,0.0489,0.0628,0.0832,0.2212,0.0,0.321,72.0,6.42,2.9,2.28,2.81
103,1.0,5.0,46.0,1-5-50,0.0444,0.213,0.0483,0.0525,0.0875,0.2545,0.0,0.2998,84.0,6.77,2.73,2.09,2.56
104,1.0,5.0,50.0,1-5-54,0.0411,0.1775,0.0394,0.0648,0.0869,0.3304,0.0,0.2599,86.0,6.94,2.35,1.62,2.32
105,1.0,5.0,54.0,1-5-58,0.0389,0.1692,0.038,0.0661,0.077,0.3496,0.0001,0.2611,85.0,7.08,2.33,1.61,2.07
106,1.0,5.0,58.0,1-5-6,0.0257,0.2212,0.0129,0.0493,0.0244,0.0014,0.0,0.665,32.0,3.45,5.31,5.11,5.55
107,1.0,5.0,6.0,1-5-62,0.0356,0.1515,0.033,0.0557,0.1034,0.3784,0.0001,0.2422,81.0,7.1,2.14,1.37,1.83
108,1.0,5.0,62.0,1-5-66,0.0344,0.1494,0.0324,0.059,0.082,0.3998,0.0001,0.2428,61.0,7.4,2.14,1.39,1.58
109,1.0,5.0,66.0,1-5-70,0.032,0.1324,0.0286,0.0603,0.0821,0.4568,0.0001,0.2077,64.0,7.56,1.85,1.04,1.33
110,1.0,5.0,70.0,1-5-74,0.0301,0.1215,0.027,0.0708,0.0836,0.4772,0.0002,0.1894,99.0,7.59,1.69,0.84,1.09
111,1.0,5.0,74.0,1-5-78,0.028,0.1195,0.0265,0.0616,0.0858,0.4914,0.0008,0.1863,24.0,7.64,1.66,0.81,0.84
112,1.0,5.0,78.0,1-5-82,0.023,0.0917,0.0202,0.1022,0.0829,0.5271,0.0029,0.1498,25.0,7.6,1.32,0.37,0.59
113,1.0,5.0,82.0,1-5-86,0.0238,0.096,0.0211,0.0658,0.0867,0.5472,0.0013,0.1581,12.0,7.88,1.39,0.49,0.35
114,1.0,5.0,86.0,1-5-90,0.0218,0.0845,0.0186,0.06,0.0878,0.5754,0.0103,0.1414,40.0,7.87,1.22,0.31,0.1
115,1.0,5.0,90.0,,,,1-6-2,0.0262,0.2322,0.0115,0.0233,0.0324,0.0009,0.0,0.6736,898.0,2.86
116,5.4,5.24,5.52,1.0,6.0,2.0,1-7-6,0.0274,0.2612,0.0139,0.02,0.0365,0.0011,0.0,0.64,925.0,2.97
117,5.25,5.09,5.28,1.0,7.0,6.0,1-8-6,0.0281,0.2895,0.0165,0.0225,0.0347,0.0014,0.0,0.6072,937.0,3.09
118,5.11,4.94,5.14,1.0,8.0,6.0,1-9-6,0.0288,0.3062,0.0187,0.0251,0.0373,0.0026,0.0,0.5813,1032.0,3.17
119,4.98,4.79,5.0,1.0,9.0,6.0,2-1-1,0.0325,0.1132,0.0035,0.0238,0.0141,0.0002,0.0,0.8127,1264.0,1.75
120,6.01,5.89,5.38,2.0,1.0,1.0,2-1-10,0.0292,0.2918,0.0241,0.0367,0.0341,0.0024,0.0,0.5816,177.0,4.01
121,4.94,4.73,4.53,2.0,1.0,10.0,2-1-14,0.0309,0.3111,0.035,0.0371,0.0372,0.0042,0.0,0.5446,160.0,4.25
122,4.73,4.5,4.28,2.0,1.0,14.0,2-1-18,0.0365,0.3339,0.0543,0.0463,0.0411,0.0081,0.0,0.4797,200.0,4.7
123,4.35,4.06,4.04,2.0,1.0,18.0,2-1-2,0.0256,0.1561,0.0063,0.0181,0.0148,0.0004,0.0,0.7787,141.0,2.74
124,5.9,5.8,5.35,2.0,1.0,2.0,2-1-22,0.0369,0.3289,0.0597,0.0496,0.0558,0.0146,0.0,0.4543,205.0,4.99
125,4.16,3.82,3.79,2.0,1.0,22.0,2-1-26,0.043,0.3198,0.0642,0.0464,0.0563,0.0282,0.0,0.4421,212.0,5.27
126,4.05,3.69,3.54,2.0,1.0,26.0,2-1-30,0.0497,0.3056,0.0663,0.0494,0.0631,0.0586,0.0,0.4073,244.0,5.54
127,3.76,3.34,3.3,2.0,1.0,30.0,2-1-34,0.0497,0.2819,0.0654,0.0506,0.0763,0.0937,0.0,0.3823,280.0,5.86
128,3.51,3.03,3.05,2.0,1.0,34.0,2-1-38,0.0506,0.2624,0.0623,0.0534,0.0731,0.1416,0.0,0.3566,295.0,6.13
129,3.28,2.75,2.81,2.0,1.0,38.0,2-1-42,0.0515,0.2362,0.0544,0.0529,0.0728,0.1953,0.0,0.3368,306.0,6.36
130,3.06,2.49,2.56,2.0,1.0,42.0,2-1-46,0.0471,0.2069,0.0468,0.053,0.084,0.2585,0.0,0.3036,365.0,6.46
131,2.74,2.1,2.31,2.0,1.0,46.0,2-1-50,0.0454,0.1936,0.0434,0.0569,0.0804,0.2968,0.0,0.2835,406.0,6.67
132,2.56,1.89,2.07,2.0,1.0,50.0,2-1-54,0.0417,0.1754,0.0394,0.06,0.08,0.3399,0.0,0.2635,458.0,6.83
133,2.37,1.66,1.82,2.0,1.0,54.0,2-1-58,0.0392,0.1641,0.0364,0.0579,0.0828,0.3726,0.0001,0.2469,444.0,6.96
134,2.22,1.48,1.57,2.0,1.0,58.0,2-1-6,0.03,0.2304,0.014,0.0192,0.0311,0.0009,0.0,0.6744,133.0,3.49
135,5.4,5.24,5.25,2.0,1.0,6.0,2-1-62,0.0353,0.1452,0.0323,0.0691,0.086,0.4092,0.0001,0.2227,414.0,7.13
136,1.99,1.2,1.33,2.0,1.0,62.0,2-1-66,0.0332,0.1334,0.0294,0.0688,0.0876,0.4364,0.0001,0.211,340.0,7.12
137,1.87,1.06,1.08,2.0,1.0,66.0,2-1-70,0.0315,0.1283,0.0284,0.066,0.0875,0.459,0.0001,0.1992,522.0,7.32
138,1.78,0.95,0.84,2.0,1.0,70.0,2-1-74,0.0287,0.1116,0.0244,0.0655,0.0828,0.5092,0.0003,0.1774,173.0,7.44
139,1.57,0.71,0.59,2.0,1.0,74.0,2-1-78,0.0264,0.1091,0.024,0.0736,0.0902,0.5035,0.0005,0.1726,139.0,7.49
140,1.53,0.65,0.34,2.0,1.0,78.0,2-1-82,0.0249,0.0995,0.022,0.0635,0.0874,0.5412,0.0011,0.1604,60.0,7.73
141,1.42,0.53,0.1,2.0,1.0,82.0,2-1-86,0.0213,0.0825,0.0182,0.0575,0.1268,0.5539,0.0027,0.137,47.0,7.5
142,1.2,0.24,-0.15,2.0,1.0,86.0,2-10-10,0.0382,0.4498,0.0428,0.0219,0.0448,0.0019,0.0,0.4007,781.0,2.83
143,4.15,3.92,3.93,2.0,10.0,10.0,2-10-14,0.0344,0.423,0.0515,0.027,0.0482,0.003,0.0,0.4129,749.0,3.17
144,4.15,3.9,3.68,2.0,10.0,14.0,2-10-18,0.0349,0.4285,0.0808,0.0274,0.0497,0.0104,0.0,0.3683,932.0,3.49
145,3.86,3.56,3.43,2.0,10.0,18.0,2-10-22,0.0364,0.4215,0.0966,0.0312,0.0479,0.0231,0.0,0.3432,1018.0,3.86
146,3.66,3.32,3.19,2.0,10.0,22.0,2-10-26,0.0417,0.3947,0.1106,0.033,0.0482,0.0498,0.0,0.3219,1073.0,4.11
147,3.43,3.04,2.94,2.0,10.0,26.0,2-10-30,0.0569,0.3292,0.1038,0.0408,0.062,0.1032,0.0,0.3042,1086.0,4.33
148,3.11,2.61,2.7,2.0,10.0,30.0,2-10-34,0.0584,0.2654,0.0826,0.0412,0.0661,0.1848,0.0,0.3013,1168.0,4.54
149,2.9,2.34,2.45,2.0,10.0,34.0,2-10-38,0.06,0.2111,0.0552,0.0485,0.0667,0.2829,0.0,0.2754,1274.0,4.76
150,2.56,1.91,2.2,2.0,10.0,38.0,2-10-42,0.0564,0.1751,0.0404,0.0487,0.0699,0.361,0.0,0.2484,1418.0,4.89
151,2.26,1.55,1.96,2.0,10.0,42.0,2-10-46,0.045,0.165,0.0374,0.0514,0.0681,0.3971,0.0,0.236,1440.0,5.11
152,2.14,1.42,1.71,2.0,10.0,46.0,2-10-50,0.0395,0.1504,0.0343,0.0545,0.0713,0.4342,0.0,0.2156,1501.0,5.2
153,1.96,1.19,1.46,2.0,10.0,50.0,2-10-54,0.0374,0.1288,0.0289,0.0566,0.0743,0.4803,0.0,0.1937,1717.0,5.18
154,1.74,0.93,1.22,2.0,10.0,54.0,2-10-58,0.0332,0.1227,0.0274,0.0509,0.073,0.508,0.0001,0.1845,1875.0,5.37
155,1.66,0.84,0.97,2.0,10.0,58.0,2-10-6,0.0371,0.425,0.0283,0.0187,0.0472,0.0041,0.0001,0.4395,268.0,2.59
156,4.34,4.13,4.01,2.0,10.0,6.0,2-10-62,0.0305,0.1099,0.0245,0.0535,0.0794,0.5304,0.0002,0.1716,2009.0,5.42
157,1.53,0.67,0.72,2.0,10.0,62.0,2-10-66,0.0275,0.1003,0.0222,0.0562,0.0764,0.5593,0.0002,0.1579,2156.0,5.46
158,1.4,0.53,0.48,2.0,10.0,66.0,2-10-70,0.0258,0.092,0.0203,0.0613,0.0836,0.5684,0.0003,0.1483,1829.0,5.52
159,1.31,0.41,0.23,2.0,10.0,70.0,2-10-74,0.0232,0.0836,0.0185,0.0563,0.0803,0.6004,0.0002,0.1374,1639.0,5.57
160,1.21,0.3,-0.01,2.0,10.0,74.0,2-10-78,0.0211,0.0769,0.0169,0.0548,0.0794,0.6229,0.0004,0.1275,2513.0,5.61
161,1.12,0.19,-0.26,2.0,10.0,78.0,2-10-82,0.0191,0.0708,0.0157,0.0517,0.0837,0.6348,0.0016,0.1226,848.0,5.62
162,1.06,0.13,-0.51,2.0,10.0,82.0,2-10-86,0.0173,0.0621,0.0137,0.0551,0.072,0.6626,0.0089,0.1082,590.0,5.67
163,0.92,-0.02,-0.75,2.0,10.0,86.0,2-10-90,0.014,0.056,0.0123,0.0588,0.0916,0.651,0.0162,0.1002,376.0,5.6
164,0.84,-0.14,-1.0,2.0,10.0,90.0,2-10-94,0.0135,0.0502,0.011,0.0497,0.069,0.6688,0.047,0.0908,266.0,5.62
165,0.69,-0.23,-1.25,2.0,10.0,94.0,2-10-99,0.0104,0.0399,0.0089,0.0311,0.0998,0.6162,0.1139,0.0797,92.0,5.02
166,0.45,-0.44,-1.55,2.0,10.0,99.0,2-11-10,0.0317,0.4711,0.0402,0.0248,0.047,0.0027,0.0,0.3824,448.0,2.73
167,4.08,3.85,3.86,2.0,11.0,10.0,2-11-14,0.033,0.4686,0.0546,0.022,0.0512,0.004,0.0,0.3666,437.0,2.93
168,3.96,3.71,3.61,2.0,11.0,14.0,2-11-18,0.0373,0.4617,0.0823,0.0351,0.0627,0.0098,0.0,0.3111,443.0,3.27
169,3.56,3.21,3.37,2.0,11.0,18.0,2-11-22,0.0353,0.4541,0.1043,0.0403,0.0404,0.0268,0.0,0.2987,432.0,3.55
170,3.45,3.09,3.12,2.0,11.0,22.0,2-11-26,0.0365,0.4145,0.1219,0.0439,0.0516,0.0506,0.0,0.2809,479.0,3.76
171,3.2,2.78,2.87,2.0,11.0,26.0,2-11-30,0.0454,0.3534,0.1206,0.041,0.0634,0.1003,0.0,0.2759,491.0,4.01
172,2.99,2.48,2.63,2.0,11.0,30.0,2-11-34,0.0508,0.2849,0.0925,0.0454,0.0579,0.2068,0.0,0.2617,539.0,4.22
173,2.68,2.1,2.38,2.0,11.0,34.0,,,,2-11-38,0.0577,0.2202,0.0674,0.0388,0.0673,0.2953,0.0
174,0.2533,579.0,4.36,2.43,1.78,2.14,2.0,11.0,38.0,2-11-42,0.0546,0.1739,0.045,0.0403,0.0696,0.3728,0.0
175,0.2437,616.0,4.57,2.22,1.52,1.89,2.0,11.0,42.0,2-11-46,0.0477,0.1541,0.0351,0.0508,0.0802,0.4043,0.0
